Island,SampleID,Samplename,Experiment,SiteNumber,SiteName,Replicate,Sample_type,Sample_location,Reef_area,Lat,Long,Dcrest,Disland,Dlagoon,Temp,DO,pH,MaxDepth.m,TP.mg.kg,TKN.mg.kg,TOCpercent,NoxasN.mg.kg,TN.mg.kg,NP,Observed,Chao1,Shannon,Simpson,Chla,Pheo,ChlPheo,MeanGrainsize,Sorting,Skewness,Kurtosis,D50um,GRAVELpercent,SANDpercent,MUDpercent
OTI,Alt1-a-Edge,Alt1_a_Edge,Patch,Alt1,Alt1,1,Sediment,Edge,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,218,250,0.21,0.1,250,1.15,1016,1433.014563,6.484791164,0.997542341,3.19374,1.851912,1.489208633,2.224408963,1.213285673,-0.010479841,1.204288937,211.6507846,0.004693743,0.920804715,0.074501542
OTI,Alt1-b-Edge,Alt1_b_Edge,Patch,Alt1,Alt1,2,Sediment,Edge,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,218,250,0.21,0.1,250,1.15,561,636.03,5.826790352,0.995433139,NA,NA,NA,1.937047928,1.282438708,-0.056831539,1.143482621,248.9797542,0.009659455,0.932566101,0.057774443
OTI,Alt1-c-Edge,Alt1_c_Edge,Patch,Alt1,Alt1,3,Sediment,Edge,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,218,250,0.21,0.1,250,1.15,938,1225.246305,6.400559303,0.997403937,NA,NA,NA,2.012423521,1.259480159,-0.03530869,1.16758675,240.8051475,0.008962232,0.929533605,0.061504164
OTI,Alt1-a-Inner,Alt1_a_Inner,Patch,Alt1,Alt1,1,Sediment,Inner,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,314,390,0.22,0.1,390,1.24,870,1132.906077,6.273046185,0.996816802,4.50684,2.696166,1.512953368,0.418754106,1.19072433,0.242113866,1.10568685,834.4295655,0.08063436,0.900227169,0.019138471
OTI,Alt1-b-Inner,Alt1_b_Inner,Patch,Alt1,Alt1,2,Sediment,Inner,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,314,390,0.22,0.1,390,1.24,547,603.875,5.80924213,0.995150305,NA,NA,NA,0.41893983,1.076257409,0.172734769,1.085221589,797.0385492,0.066641554,0.920707568,0.012650879
OTI,Alt1-c-Inner,Alt1_c_Inner,Patch,Alt1,Alt1,3,Sediment,Inner,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,314,390,0.22,0.1,390,1.24,1015,1474.026549,6.394622742,0.99707704,NA,NA,NA,0.225925107,0.984445842,0.144595142,1.125082274,888.1445788,0.082289716,0.905895522,0.011814762
OTI,Alt1-a-Outer,Alt1_a_Outer,Patch,Alt1,Alt1,1,Sediment,Outer,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,211,270,0.2,0.1,270,1.28,376,390.1714286,5.490461239,0.993991101,3.19434,1.90638,1.510948905,1.526200165,1.230441207,-0.034549846,0.959703095,335.5202656,0.0108934,0.959454408,0.029652192
OTI,Alt1-b-Outer,Alt1_b_Outer,Patch,Alt1,Alt1,2,Sediment,Outer,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,211,270,0.2,0.1,270,1.28,817,1042.833333,6.252135032,0.997107168,NA,NA,NA,1.476607615,1.212707689,-0.002790897,0.938902299,352.9638272,0.006055592,0.966589251,0.027355157
OTI,Alt1-c-Outer,Alt1_c_Outer,Patch,Alt1,Alt1,3,Sediment,Outer,Lagoon1,-23.49845,152.09142,436.6012043,857.9249402,1079.669135,25.88,103.5,8.24,2.18,211,270,0.2,0.1,270,1.28,628,687.0787402,6.00333651,0.996273543,NA,NA,NA,1.466640557,1.154677999,0.005955501,0.943120964,357.708207,0.001408189,0.974858546,0.023733265
OTI,Alt2-a-Edge,Alt2_a_Edge,Patch,Alt2,Alt2,1,Sediment,Edge,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,321,430,0.27,0.1,430,1.34,1385,2423.225,6.835630242,0.998276541,3.5103,1.9404225,1.456,2.031935747,1.468631436,0.034340453,0.959400268,242.393395,0.000692799,0.903206032,0.096101168
OTI,Alt2-b-Edge,Alt2_b_Edge,Patch,Alt2,Alt2,2,Sediment,Edge,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,321,430,0.27,0.1,430,1.34,1388,2553.606061,6.790249103,0.997879971,NA,NA,NA,1.932336132,1.495536547,0.021144064,0.940626527,257.1807801,0.002032172,0.909562612,0.088405216
OTI,Alt2-c-Edge,Alt2_c_Edge,Patch,Alt2,Alt2,3,Sediment,Edge,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,321,430,0.27,0.1,430,1.34,1528,2958.72043,6.998533887,0.998665578,NA,NA,NA,1.810032306,1.530363096,0.017819226,0.923110485,280.0249923,0.012644717,0.906231291,0.081123991
OTI,Alt2-a-Inner,Alt2_a_Inner,Patch,Alt2,Alt2,1,Sediment,Inner,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,340,410,0.27,0.1,410,1.21,942,1456.951351,6.238475187,0.996292562,6.34182,4.76595,1.741525424,0.883971638,1.261643697,0.184381182,1.04103009,587.3583051,0.036283623,0.930445907,0.03327047
OTI,Alt2-b-Inner,Alt2_b_Inner,Patch,Alt2,Alt2,2,Sediment,Inner,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,340,410,0.27,0.1,410,1.21,825,1051.513514,6.189999397,0.996549786,NA,NA,NA,0.92036072,1.189141896,0.17479636,1.042807286,565.4152367,0.023365965,0.944283166,0.032350869
OTI,Alt2-c-Inner,Alt2_c_Inner,Patch,Alt2,Alt2,3,Sediment,Inner,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,340,410,0.27,0.1,410,1.21,1067,1631.777273,6.472868039,0.997430488,NA,NA,NA,0.67445259,1.168998552,0.158807574,1.05307251,666.1918836,0.048937453,0.923022501,0.028040046
OTI,Alt2-a-Outer,Alt2_a_Outer,Patch,Alt2,Alt2,1,Sediment,Outer,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,269,440,0.26,0.2,440,1.64,1294,2141.503704,6.737087071,0.998063945,4.98426,2.777868,1.461538462,2.09705824,1.437967333,-0.083234202,1.034461034,217.4821499,0.012507061,0.903745492,0.083747447
OTI,Alt2-b-Outer,Alt2_b_Outer,Patch,Alt2,Alt2,2,Sediment,Outer,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,269,440,0.26,0.2,440,1.64,1449,2671.576087,6.904972037,0.998449969,NA,NA,NA,2.116846837,1.370618776,-0.026812482,0.99083622,220.5471397,0.000384966,0.916075392,0.083539642
OTI,Alt2-c-Outer,Alt2_c_Outer,Patch,Alt2,Alt2,3,Sediment,Outer,Lagoon1,-23.48746,152.08144,637.5753848,2227.702778,1067.83367,24.34,93.51,8.23,4.54,269,440,0.26,0.2,440,1.64,1574,3344.147601,6.977666733,0.998385193,NA,NA,NA,1.95673461,1.406590473,-0.008751771,0.965740061,248.5563657,0.000923548,0.923585772,0.07549068
OTI,Alt3-a,Alt3_a,Spot,Alt3,Alt3,1,Sediment,Spot,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,25.67055,104.1621429,8.25425,3.1,277,300,0.205,0.2,300,1.08,1787,3103.958904,6.992824741,0.998302988,3.491775,2.246805,1.573913043,0.752858649,1.15394951,0.183406379,1.019952109,644.2616512,0.036413361,0.94867937,0.014907269
OTI,Alt3-b,Alt3_b,Spot,Alt3,Alt3,2,Sediment,Spot,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,25.67055,104.1621429,8.25425,3.1,277,300,0.205,0.2,300,1.08,1895,3618.050847,7.035289136,0.998101186,NA,NA,NA,0.812764429,1.210486487,0.210828751,1.043949163,627.9141982,0.03436308,0.946471735,0.019165185
OTI,Alt3-c,Alt3_c,Spot,Alt3,Alt3,3,Sediment,Spot,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,25.67055,104.1621429,8.25425,3.1,277,300,0.205,0.2,300,1.08,1877,3130.80303,7.109571276,0.998604114,NA,NA,NA,0.734787618,1.221561996,0.20926311,1.018617011,665.7164399,0.044946834,0.937112382,0.017940784
OTI,Alt3W-a-Water,Alt3W_a_Water,Spot,Alt3,Alt3,1,Water,Water,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Alt3W-b-Water,Alt3W_b_Water,Spot,Alt3,Alt3,2,Water,Water,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Alt3W-c-Water,Alt3W_c_Water,Spot,Alt3,Alt3,3,Water,Water,Lagoon1,-23.50223,152.09311,388.1774036,436.4103905,1367.160806,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Alt4wall-a,Alt4wall_a,Spot,Alt4,Alt4,1,Sediment,Spot,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,22.3487138,100.1498316,8.19,4.7,319.5,410,0.26,0.15,410,1.28,1803,3168.008571,7.023809866,0.998403076,5.536425,3.40425,1.534759358,1.694355555,1.366047508,0.050878579,0.982120582,311.472071,0.006900931,0.935401362,0.057697708
OTI,Alt4wall-b,Alt4wall_b,Spot,Alt4,Alt4,2,Sediment,Spot,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,22.3487138,100.1498316,8.19,4.7,319.5,410,0.26,0.15,410,1.28,1987,4020.91404,7.128285688,0.998526777,NA,NA,NA,1.968757888,1.309451088,0.010216127,1.039191092,253.120464,0.003877408,0.929468074,0.066654518
OTI,Alt4wall-c,Alt4wall_c,Spot,Alt4,Alt4,3,Sediment,Spot,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,22.3487138,100.1498316,8.19,4.7,319.5,410,0.26,0.15,410,1.28,2234,4675.387952,7.282272691,0.998681259,NA,NA,NA,1.795299728,1.297303197,0.056090686,0.987133735,290.8908183,0.00046182,0.942099608,0.057438571
OTI,Alt4wallW-a-Water,Alt4wallW_a_Water,Spot,Alt4,Alt4,1,Water,Water,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Alt4wallW-b-Water,Alt4wallW_b_Water,Spot,Alt4,Alt4,2,Water,Water,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Alt4wallW-c-Water,Alt4wallW_c_Water,Spot,Alt4,Alt4,3,Water,Water,Lagoon1,-23.48894,152.07678,647.6537634,2303.406915,996.5596065,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Blank1,Blank1,Blank,Blank,Blank,1,Blank,Blank,Blank,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Blank2,Blank2,Blank,Blank,Blank,2,Blank,Blank,Blank,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Blank3,Blank3,Blank,Blank,Blank,3,Blank,Blank,Blank,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Int-1a,Int_1a,Spot,Int1,Int1,1,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254.5,275,0.235,0.15,275,1.08,1423,2265.925532,6.625759288,0.99709227,3.8888,2.59,1.6,1.071471805,1.180381336,0.259547883,1.035351755,533.7134583,0.000962029,0.968404403,0.030633568
OTI,Int-1b,Int_1b,Spot,Int1,Int1,2,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254.5,275,0.235,0.15,275,1.08,2009,3897.258427,7.179908394,0.998593407,NA,NA,NA,0.629347843,1.195668955,0.258119852,1.150093432,724.5080326,0.045422772,0.934040032,0.020537196
OTI,Int-1c,Int_1c,Spot,Int1,Int1,3,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254.5,275,0.235,0.15,275,1.08,1781,2811.058824,7.065339637,0.998610041,NA,NA,NA,1.186173202,1.265736932,0.235270199,0.980373534,494.0413384,0.006523331,0.957635517,0.035841152
OTI,Int-2a,Int_2a,Spot,Int2,Int2,1,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254,250,0.195,0.15,250,0.98,1442,2286.376384,6.716067043,0.997477616,2.72,1.79,1.59,1.262154376,1.225011791,0.147464617,0.940604883,446.3578934,0.00744765,0.965850611,0.026701739
OTI,Int-2b,Int_2b,Spot,Int2,Int2,2,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254,250,0.195,0.15,250,0.98,1746,3151.70625,6.967245482,0.998262169,NA,NA,NA,1.249335101,1.221310657,0.195186056,0.953551716,461.7853445,0.001077904,0.969624264,0.029297832
OTI,Int-2c,Int_2c,Spot,Int2,Int2,3,Sediment,Spot,Intertidal,-23.505,152.0904,710.3009541,142.3355672,1308.063619,24.26321667,101.9116667,8.191,1.5,254,250,0.195,0.15,250,0.98,1867,3366.90113,7.086131847,0.998487105,NA,NA,NA,1.133542694,1.213885861,0.194796086,0.930927254,502.2828294,0.007033686,0.970928189,0.022038125
OTI,Neg1,Neg1,Negative,Negative,Negative,1,Negative,Negative,Negative,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Neg2,Neg2,Negative,Negative,Negative,2,Negative,Negative,Negative,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Neg3,Neg3,Negative,Negative,Negative,3,Negative,Negative,Negative,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,1a-Edge,1a_Edge,Patch,1,OTI01,1,Sediment,Edge,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,322,400,0.3,0.4,400,1.24,1656,3598.04,7.090908228,0.998712655,3.42564,1.824678,1.432258065,1.977653473,1.438005413,0.112366923,0.989756105,266.614978,0.000269449,0.90368559,0.096044961
OTI,1b-Edge,1b_Edge,Patch,1,OTI01,2,Sediment,Edge,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,322,400,0.3,0.4,400,1.24,1380,2265.840391,6.83812967,0.998317403,NA,NA,NA,1.912164906,1.508145477,0.120727262,0.966275024,281.5049251,0.000870115,0.899508455,0.099621429
OTI,1c-Edge,1c_Edge,Patch,1,OTI01,3,Sediment,Edge,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,322,400,0.3,0.4,400,1.24,1541,2755.864865,6.976773536,0.998540544,NA,NA,NA,1.863155873,1.490691535,0.128135691,0.969434099,291.5781578,0.00053879,0.90574739,0.09371382
OTI,1a-Inner,1a_Inner,Patch,1,OTI01,1,Sediment,Inner,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,456,480,0.37,0.2,480,1.05,1314,2147.241758,6.802450082,0.998327383,8.21865,5.4808425,1.60754717,0.826972466,1.15486482,0.307788913,1.314378184,622.7430157,0.006487845,0.95721683,0.036295325
OTI,1b-Inner,1b_Inner,Patch,1,OTI01,2,Sediment,Inner,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,456,480,0.37,0.2,480,1.05,1282,2132.654275,6.717358394,0.998027037,NA,NA,NA,0.532808437,1.066805809,0.250915676,1.377587257,732.2268157,0.02874704,0.940805882,0.030447077
OTI,1c-Inner,1c_Inner,Patch,1,OTI01,3,Sediment,Inner,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,456,480,0.37,0.2,480,1.05,1088,1591.012048,6.523022941,0.997731963,NA,NA,NA,0.566995521,1.067310495,0.240181967,1.309881229,718.6147128,0.028908564,0.942837742,0.028253695
OTI,1a-Outer,1a_Outer,Patch,1,OTI01,1,Sediment,Outer,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,330,380,0.29,0.2,380,1.15,1324,2126.458042,6.792957748,0.998208186,4.3599,2.6212725,1.516778523,2.262591343,1.551342252,-0.006060456,0.913867108,204.3639123,0.00142411,0.86230576,0.13627013
OTI,1b-Outer,1b_Outer,Patch,1,OTI01,2,Sediment,Outer,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,330,380,0.29,0.2,380,1.15,1340,2295.33574,6.768305131,0.998051328,NA,NA,NA,2.001399485,1.642563817,0.037282255,0.87487661,251.9842433,0.012102026,0.867111529,0.120786445
OTI,1c-Outer,1c_Outer,Patch,1,OTI01,3,Sediment,Outer,Lagoon1,-23.49134,152.08,1018.208569,1902.780547,642.4232151,22.66,105.74,8.23,4.14,330,380,0.29,0.2,380,1.15,906,1158.428571,6.251499991,0.996610609,NA,NA,NA,1.976661845,1.677544615,0.006907541,0.889133061,250.9490594,0.020104747,0.860744554,0.1191507
OTI,3a-Edge,3a_Edge,Patch,3,OTI03,1,Sediment,Edge,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,399,740,0.46,0.5,740,1.85,1420,2624.637405,6.883547297,0.998405341,4.64562,2.914038,1.551546392,2.34380115,2.00757946,0.137441694,0.826656992,214.9461955,0.005085126,0.759120431,0.235794443
OTI,3b-Edge,3b_Edge,Patch,3,OTI03,2,Sediment,Edge,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,399,740,0.46,0.5,740,1.85,1147,1688.003717,6.583369018,0.997762469,NA,NA,NA,2.437578551,2.012216542,0.143365456,0.856552662,201.0027985,0.001293274,0.753018542,0.245688184
OTI,3c-Edge,3c_Edge,Patch,3,OTI03,3,Sediment,Edge,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,399,740,0.46,0.5,740,1.85,1463,3046.677686,6.899067448,0.998433022,NA,NA,NA,2.453662927,1.989784731,0.152360922,0.870662042,199.6952275,0.00053906,0.75669309,0.242767851
OTI,3a-Inner,3a_Inner,Patch,3,OTI03,1,Sediment,Inner,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,290,460,0.44,0.2,460,1.59,1164,2019.967742,6.516002305,0.997193412,6.477589286,4.285707589,1.6,1.012629725,1.131877677,0.186166877,1.146484145,520.1719178,0.007236495,0.955518859,0.037244646
OTI,3b-Inner,3b_Inner,Patch,3,OTI03,2,Sediment,Inner,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,290,460,0.44,0.2,460,1.59,933,1375.05,6.235122634,0.996310263,NA,NA,NA,0.916612308,1.136887381,0.19258748,1.137515087,559.8241986,0.01278608,0.951287153,0.035926767
OTI,3c-Inner,3c_Inner,Patch,3,OTI03,3,Sediment,Inner,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,290,460,0.44,0.2,460,1.59,985,1586.329787,6.329594504,0.996865385,NA,NA,NA,0.822288742,1.196698871,0.219403618,1.177184507,607.5316788,0.024953437,0.93768393,0.037362632
OTI,3a-Outer,3a_Outer,Patch,3,OTI03,1,Sediment,Outer,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,345,480,0.28,0.3,480,1.39,1194,2157.604444,6.536645807,0.997272312,4.66104,3.077442,1.597883598,1.823115311,1.174710533,0.128920318,1.069268805,294.4007627,0,0.943187375,0.056812625
OTI,3b-Outer,3b_Outer,Patch,3,OTI03,2,Sediment,Outer,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,345,480,0.28,0.3,480,1.39,872,1311.052632,6.145786195,0.996020085,NA,NA,NA,1.718883299,1.237214736,0.103245983,1.055256115,313.9961272,0.003508698,0.942501661,0.053989641
OTI,3c-Outer,3c_Outer,Patch,3,OTI03,3,Sediment,Outer,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,24.64,87.7,8.16,2.51,345,480,0.28,0.3,480,1.39,1251,2491.764706,6.626124481,0.997615026,NA,NA,NA,1.751071176,1.264544593,0.119878894,1.035737879,309.1423164,0,0.939790502,0.060209498
OTI,3W-a-Water,3W_a_Water,Patch,3,OTI03,1,Water,Water,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,3W-b-Water,3W_b_Water,Patch,3,OTI03,2,Water,Water,Lagoon1,-23.49593,152.07,1063.868206,2276.857352,1122.832419,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,5a-Edge,5a_Edge,Patch,5,OTI05,1,Sediment,Edge,Lagoon1,-23.49456,152.07854,1340.876438,1603.7694,293.3388899,24.4,88.62,8.25,4.3,344,580,0.42,0.2,580,1.69,1329,1874.227545,6.877995364,0.998532259,4.377675,1.8723375,1.319767442,3.344521045,1.853317329,-0.195262906,0.972808576,77.54140039,0,0.578370988,0.421629012
OTI,5b-Edge,5b_Edge,Patch,5,OTI05,2,Sediment,Edge,Lagoon1,-23.49456,152.07854,1340.876438,1603.7694,293.3388899,24.4,88.62,8.25,4.3,344,580,0.42,0.2,580,1.69,497,517.5813953,5.803307683,0.995666449,NA,NA,NA,3.265453189,1.917888503,-0.213925231,0.963999833,80.31266827,0.000500505,0.58695777,0.412541725
OTI,5c-Edge,5c_Edge,Patch,5,OTI05,3,Sediment,Edge,Lagoon1,-23.49456,152.07854,1340.876438,1603.7694,293.3388899,24.4,88.62,8.25,4.3,344,580,0.42,0.2,580,1.69,489,513.5853659,5.791650949,0.995618808,NA,NA,NA,3.378231287,1.833294734,-0.198877417,1.008622104,76.57964772,0.002062738,0.573830187,0.424107075
OTI,5a-Inner,5a_Inner,Patch,5,OTI05,1,Sediment,Inner,Lagoon1,-23.49456,152.07854,1340.876438,1603.7694,293.3388899,24.4,88.62,8.25,4.3,344,420,0.33,0.2,420,1.22,1194,1989.6,6.590763752,0.997513718,4.417725,2.927655,1.601398601,0.993937489,1.07678064,0.202002238,1.079250153,535.7697485,0.000885244,0.967367062,0.031747695
OTI,5b-Inner,5b_Inner,Patch,5,OTI05,2,Sediment,Inner,Lagoon1,-23.49456,152.07854,1340.876438,1603.7694,293.3388899,24.4,88.62,8.25,4.3,344,420,0.33,0.2,420,1.22,909,1187.030973,6.281016784,0.996955771,NA,NA,NA,0.847810835,1.207762354,0.190393855,1.079017835,599.553717,0.031385392,0.935560434,0.033054175
